respondent_id,seasonal_vaccine
4943,1.0
4944,0.0
4945,1.0
4946,1.0
4947,1.0
4948,0.0
4949,1.0
4950,1.0
4951,0.0
4952,0.0
4953,1.0
4954,1.0
4955,0.0
4956,0.0
4957,1.0
4958,1.0
4959,0.0
4960,1.0
4961,1.0
4962,1.0
4963,1.0
4964,1.0
4965,1.0
4966,0.0
4967,0.0
4968,1.0
4969,0.0
4970,0.0
4971,1.0
4972,1.0
4973,1.0
4974,1.0
4975,0.0
4976,1.0
4977,0.0
4978,1.0
4979,1.0
4980,0.0
4981,0.0
4982,1.0
4983,0.0
4984,1.0
4985,1.0
4986,1.0
4987,0.0
4988,1.0
4989,0.0
4990,0.0
4991,1.0
4992,0.0
4993,1.0
4994,1.0
4995,1.0
4996,0.0
4997,1.0
4998,1.0
4999,1.0
5000,0.0
5001,1.0
5002,0.0
5003,1.0
5004,1.0
5005,0.0
5006,0.0
5007,1.0
5008,0.0
5009,0.0
5010,0.0
5011,1.0
5012,0.0
5013,1.0
5014,0.0
5015,0.0
5016,0.0
5017,1.0
5018,1.0
5019,0.0
5020,1.0
5021,1.0
5022,1.0
5023,1.0
5024,0.0
5025,0.0
5026,0.0
5027,1.0
5028,0.0
5029,0.0
5030,1.0
5031,0.0
5032,1.0
5033,0.0
5034,1.0
5035,0.0
5036,1.0
5037,1.0
5038,1.0
5039,1.0
5040,1.0
5041,0.0
5042,1.0
5043,1.0
5044,1.0
5045,1.0
5046,1.0
5047,0.0
5048,0.0
5049,1.0
5050,1.0
5051,1.0
5052,1.0
5053,0.0
5054,1.0
5055,1.0
5056,0.0
5057,0.0
5058,1.0
5059,1.0
5060,0.0
5061,0.0
5062,1.0
5063,0.0
5064,1.0
5065,0.0
5066,1.0
5067,1.0
5068,0.0
5069,1.0
5070,1.0
5071,1.0
5072,1.0
5073,0.0
5074,1.0
5075,1.0
5076,0.0
5077,0.0
5078,0.0
5079,1.0
5080,1.0
5081,1.0
5082,0.0
5083,1.0
5084,1.0
5085,1.0
5086,0.0
5087,0.0
5088,1.0
5089,1.0
5090,0.0
5091,0.0
5092,0.0
5093,0.0
5094,0.0
5095,0.0
5096,0.0
5097,0.0
5098,1.0
5099,0.0
5100,1.0
5101,1.0
5102,1.0
5103,0.0
5104,0.0
5105,1.0
5106,1.0
5107,1.0
5108,1.0
5109,1.0
5110,1.0
5111,1.0
5112,0.0
5113,1.0
5114,0.0
5115,0.0
5116,0.0
5117,0.0
5118,1.0
5119,1.0
5120,1.0
5121,1.0
5122,0.0
5123,1.0
5124,0.0
5125,0.0
5126,0.0
5127,0.0
5128,0.0
5129,0.0
5130,1.0
5131,1.0
5132,0.0
5133,1.0
5134,0.0
5135,1.0
5136,1.0
5137,1.0
5138,1.0
5139,1.0
5140,1.0
5141,1.0
5142,0.0
5143,0.0
5144,1.0
5145,1.0
5146,0.0
5147,1.0
5148,1.0
5149,1.0
5150,0.0
5151,0.0
5152,1.0
5153,0.0
5154,1.0
5155,0.0
5156,1.0
5157,0.0
5158,1.0
5159,1.0
5160,1.0
5161,0.0
5162,1.0
5163,1.0
5164,1.0
5165,1.0
5166,0.0
5167,0.0
5168,1.0
5169,0.0
5170,0.0
5171,0.0
5172,1.0
5173,0.0
5174,1.0
5175,1.0
5176,1.0
5177,1.0
5178,1.0
5179,1.0
5180,0.0
5181,0.0
5182,1.0
5183,0.0
5184,0.0
5185,0.0
5186,1.0
5187,1.0
5188,0.0
5189,0.0
5190,1.0
5191,1.0
5192,1.0
5193,1.0
5194,0.0
5195,1.0
5196,0.0
5197,0.0
5198,1.0
5199,0.0
5200,1.0
5201,0.0
5202,1.0
5203,1.0
5204,0.0
5205,0.0
5206,0.0
5207,0.0
5208,0.0
5209,0.0
5210,1.0
5211,0.0
5212,0.0
5213,1.0
5214,0.0
5215,1.0
5216,0.0
5217,0.0
5218,1.0
5219,0.0
5220,1.0
5221,0.0
5222,1.0
5223,0.0
5224,1.0
5225,0.0
5226,1.0
5227,0.0
5228,1.0
5229,1.0
5230,1.0
5231,1.0
5232,1.0
5233,0.0
5234,1.0
5235,0.0
5236,0.0
5237,0.0
5238,1.0
5239,0.0
5240,1.0
5241,0.0
5242,1.0
5243,1.0
5244,1.0
5245,0.0
5246,1.0
5247,0.0
5248,1.0
5249,0.0
5250,1.0
5251,1.0
5252,1.0
5253,0.0
5254,1.0
5255,1.0
5256,1.0
5257,1.0
5258,1.0
5259,0.0
5260,1.0
5261,0.0
5262,0.0
5263,1.0
5264,0.0
5265,1.0
5266,0.0
5267,0.0
5268,1.0
5269,0.0
5270,1.0
5271,1.0
5272,0.0
5273,0.0
5274,0.0
5275,0.0
5276,0.0
5277,1.0
5278,0.0
5279,0.0
5280,1.0
5281,1.0
5282,0.0
5283,0.0
5284,0.0
5285,1.0
5286,0.0
5287,1.0
5288,0.0
5289,1.0
5290,0.0
5291,1.0
5292,1.0
5293,1.0
5294,0.0
5295,1.0
5296,1.0
5297,1.0
5298,1.0
5299,0.0
5300,1.0
5301,0.0
5302,1.0
5303,1.0
5304,1.0
5305,0.0
5306,1.0
5307,1.0
5308,1.0
5309,1.0
5310,0.0
5311,0.0
5312,1.0
5313,0.0
5314,1.0
5315,0.0
5316,1.0
5317,0.0
5318,0.0
5319,1.0
5320,1.0
5321,0.0
5322,0.0
5323,0.0
5324,0.0
5325,1.0
5326,1.0
5327,0.0
5328,1.0
5329,1.0
5330,0.0
5331,1.0
5332,1.0
5333,1.0
5334,1.0
5335,0.0
5336,0.0
5337,1.0
5338,1.0
5339,1.0
5340,0.0
5341,0.0
5342,0.0
5343,0.0
5344,1.0
5345,1.0
5346,1.0
5347,0.0
5348,0.0
5349,0.0
5350,1.0
5351,1.0
5352,1.0
5353,1.0
5354,1.0
5355,1.0
5356,0.0
5357,0.0
5358,0.0
5359,1.0
5360,0.0
5361,1.0
5362,0.0
5363,1.0
5364,0.0
5365,1.0
5366,0.0
5367,0.0
5368,1.0
5369,0.0
5370,1.0
5371,0.0
5372,1.0
5373,1.0
5374,0.0
5375,1.0
5376,1.0
5377,1.0
5378,1.0
5379,1.0
5380,0.0
5381,1.0
5382,0.0
5383,1.0
5384,0.0
5385,0.0
5386,0.0
5387,1.0
5388,1.0
5389,1.0
5390,0.0
5391,0.0
5392,0.0
5393,1.0
5394,0.0
5395,1.0
5396,1.0
5397,1.0
5398,1.0
5399,1.0
5400,1.0
5401,1.0
5402,1.0
5403,0.0
5404,0.0
5405,1.0
5406,1.0
5407,1.0
5408,1.0
5409,0.0
5410,0.0
5411,1.0
5412,1.0
5413,1.0
5414,0.0
5415,0.0
5416,0.0
5417,0.0
5418,1.0
5419,1.0
5420,0.0
5421,1.0
5422,0.0
5423,0.0
5424,0.0
5425,1.0
5426,0.0
5427,0.0
5428,1.0
5429,1.0
5430,1.0
5431,1.0
5432,0.0
5433,1.0
5434,1.0
5435,1.0
5436,0.0
5437,0.0
5438,1.0
5439,0.0
5440,1.0
5441,0.0
5442,0.0
5443,1.0
5444,1.0
5445,1.0
5446,1.0
5447,1.0
5448,1.0
5449,0.0
5450,1.0
5451,0.0
5452,1.0
5453,0.0
5454,1.0
5455,1.0
5456,1.0
5457,1.0
5458,0.0
5459,1.0
5460,1.0
5461,0.0
5462,1.0
5463,1.0
5464,0.0
5465,0.0
5466,0.0
5467,0.0
5468,1.0
5469,1.0
5470,1.0
5471,1.0
5472,1.0
5473,1.0
5474,0.0
5475,1.0
5476,0.0
5477,1.0
5478,0.0
5479,0.0
5480,0.0
5481,1.0
5482,1.0
5483,0.0
5484,0.0
5485,1.0
5486,0.0
5487,1.0
5488,0.0
5489,1.0
5490,1.0
5491,0.0
5492,1.0
5493,0.0
5494,1.0
5495,0.0
5496,1.0
5497,1.0
5498,1.0
5499,1.0
5500,1.0
5501,1.0
5502,1.0
5503,1.0
5504,1.0
5505,0.0
5506,0.0
5507,0.0
5508,1.0
5509,0.0
5510,1.0
5511,1.0
5512,0.0
5513,1.0
5514,0.0
5515,1.0
5516,1.0
5517,1.0
5518,1.0
5519,1.0
5520,1.0
5521,1.0
5522,0.0
5523,0.0
5524,1.0
5525,0.0
5526,1.0
5527,0.0
5528,1.0
5529,1.0
5530,0.0
5531,0.0
5532,0.0
5533,1.0
5534,0.0
5535,1.0
5536,1.0
5537,0.0
5538,0.0
5539,0.0
5540,1.0
5541,0.0
5542,0.0
5543,1.0
5544,1.0
5545,1.0
5546,1.0
5547,0.0
5548,1.0
5549,1.0
5550,1.0
5551,1.0
5552,0.0
5553,1.0
5554,0.0
5555,1.0
5556,1.0
5557,1.0
5558,1.0
5559,0.0
5560,1.0
5561,1.0
5562,1.0
5563,0.0
5564,1.0
5565,1.0
5566,1.0
5567,1.0
5568,1.0
5569,1.0
5570,1.0
5571,0.0
5572,1.0
5573,1.0
5574,1.0
5575,1.0
5576,0.0
5577,1.0
5578,0.0
5579,0.0
5580,1.0
5581,1.0
5582,1.0
5583,1.0
5584,0.0
5585,1.0
5586,1.0
5587,0.0
5588,1.0
5589,0.0
5590,1.0
5591,0.0
5592,0.0
5593,0.0
5594,1.0
5595,1.0
5596,1.0
5597,1.0
5598,1.0
5599,1.0
5600,1.0
5601,0.0
5602,1.0
5603,0.0
5604,0.0
5605,1.0
5606,0.0
5607,1.0
5608,0.0
5609,1.0
5610,0.0
5611,0.0
5612,1.0
5613,0.0
5614,0.0
5615,1.0
5616,1.0
5617,1.0
5618,0.0
5619,1.0
5620,0.0
5621,1.0
5622,1.0
5623,1.0
5624,0.0
5625,1.0
5626,1.0
5627,1.0
5628,0.0
5629,0.0
5630,1.0
5631,0.0
5632,1.0
5633,1.0
5634,1.0
5635,1.0
5636,0.0
5637,0.0
5638,0.0
5639,1.0
5640,1.0
5641,0.0
5642,0.0
5643,0.0
5644,1.0
5645,0.0
5646,0.0
5647,1.0
5648,1.0
5649,0.0
5650,0.0
5651,1.0
5652,0.0
5653,1.0
5654,1.0
5655,0.0
5656,0.0
5657,0.0
5658,0.0
5659,1.0
5660,1.0
5661,1.0
5662,0.0
5663,0.0
5664,1.0
5665,1.0
5666,1.0
5667,0.0
5668,1.0
5669,1.0
5670,1.0
5671,1.0
5672,1.0
5673,1.0
5674,0.0
5675,0.0
5676,1.0
5677,0.0
5678,1.0
5679,1.0
5680,0.0
5681,1.0
5682,0.0
5683,0.0
5684,1.0
5685,1.0
5686,1.0
5687,0.0
5688,0.0
5689,1.0
5690,0.0
5691,0.0
5692,1.0
5693,0.0
5694,1.0
5695,0.0
5696,1.0
5697,0.0
5698,1.0
5699,0.0
5700,1.0
5701,0.0
5702,0.0
5703,0.0
5704,1.0
5705,1.0
5706,1.0
5707,0.0
5708,0.0
5709,0.0
5710,1.0
5711,0.0
5712,1.0
5713,1.0
5714,1.0
5715,1.0
5716,0.0
5717,1.0
5718,0.0
5719,0.0
5720,1.0
5721,1.0
5722,1.0
5723,0.0
5724,1.0
5725,0.0
5726,0.0
5727,0.0
5728,1.0
5729,1.0
5730,1.0
5731,0.0
5732,1.0
5733,0.0
5734,1.0
5735,1.0
5736,1.0
5737,1.0
5738,1.0
5739,0.0
5740,0.0
5741,0.0
5742,0.0
5743,1.0
5744,1.0
5745,1.0
5746,0.0
5747,1.0
5748,0.0
5749,1.0
5750,1.0
5751,0.0
5752,1.0
5753,0.0
5754,1.0
5755,1.0
5756,0.0
5757,0.0
5758,1.0
5759,0.0
5760,0.0
5761,1.0
5762,1.0
5763,1.0
5764,1.0
5765,0.0
5766,1.0
5767,0.0
5768,1.0
5769,1.0
5770,0.0
5771,1.0
5772,1.0
5773,1.0
5774,0.0
5775,0.0
5776,1.0
5777,0.0
5778,0.0
5779,1.0
5780,0.0
5781,1.0
5782,0.0
5783,0.0
5784,0.0
5785,1.0
5786,1.0
5787,1.0
5788,1.0
5789,1.0
5790,0.0
5791,1.0
5792,0.0
5793,1.0
5794,1.0
5795,0.0
5796,1.0
5797,1.0
5798,0.0
5799,1.0
5800,1.0
5801,0.0
5802,0.0
5803,1.0
5804,1.0
5805,1.0
5806,0.0
5807,1.0
5808,1.0
5809,0.0
5810,1.0
5811,0.0
5812,1.0
5813,1.0
5814,0.0
5815,0.0
5816,1.0
5817,0.0
5818,0.0
5819,0.0
5820,1.0
5821,1.0
5822,1.0
5823,1.0
5824,1.0
5825,1.0
5826,1.0
5827,1.0
5828,0.0
5829,1.0
5830,0.0
5831,0.0
5832,1.0
5833,0.0
5834,0.0
5835,1.0
5836,1.0
5837,0.0
5838,0.0
5839,1.0
5840,1.0
5841,0.0
5842,1.0
5843,0.0
5844,0.0
5845,1.0
5846,1.0
5847,0.0
5848,1.0
5849,0.0
5850,1.0
5851,0.0
5852,1.0
5853,1.0
5854,1.0
5855,1.0
5856,0.0
5857,1.0
5858,1.0
5859,1.0
5860,1.0
5861,0.0
5862,1.0
5863,1.0
5864,1.0
5865,0.0
5866,0.0
5867,1.0
5868,0.0
5869,0.0
5870,1.0
5871,0.0
5872,0.0
5873,0.0
5874,1.0
5875,1.0
5876,0.0
5877,1.0
5878,1.0
5879,1.0
5880,0.0
5881,1.0
5882,1.0
5883,0.0
5884,1.0
5885,0.0
5886,1.0
5887,1.0
5888,0.0
5889,1.0
5890,1.0
5891,1.0
5892,1.0
5893,1.0
5894,0.0
5895,0.0
5896,0.0
5897,0.0
5898,1.0
5899,1.0
5900,1.0
5901,0.0
5902,1.0
5903,0.0
5904,1.0
5905,1.0
5906,0.0
5907,1.0
5908,1.0
5909,1.0
5910,0.0
5911,1.0
5912,1.0
5913,1.0
5914,1.0
5915,0.0
5916,0.0
5917,1.0
5918,1.0
5919,0.0
5920,0.0
5921,1.0
5922,0.0
5923,0.0
5924,1.0
5925,0.0
5926,0.0
5927,1.0
5928,0.0
5929,1.0
5930,0.0
5931,1.0
5932,1.0
5933,1.0
5934,0.0
5935,1.0
5936,1.0
5937,1.0
5938,1.0
5939,1.0
5940,1.0
5941,0.0
5942,1.0
5943,1.0
5944,0.0
5945,1.0
5946,0.0
5947,1.0
5948,1.0
5949,0.0
5950,1.0
5951,0.0
5952,1.0
5953,1.0
5954,1.0
5955,0.0
5956,1.0
5957,1.0
5958,0.0
5959,0.0
5960,1.0
5961,1.0
5962,1.0
5963,1.0
5964,0.0
5965,1.0
5966,0.0
5967,1.0
5968,1.0
5969,1.0
5970,0.0
5971,1.0
5972,1.0
5973,0.0
5974,1.0
5975,1.0
5976,0.0
5977,1.0
5978,0.0
5979,1.0
5980,1.0
5981,1.0
5982,1.0
5983,1.0
5984,0.0
5985,1.0
5986,0.0
5987,1.0
5988,1.0
5989,0.0
5990,1.0
5991,0.0
5992,1.0
5993,1.0
5994,1.0
5995,0.0
5996,0.0
5997,1.0
5998,0.0
5999,0.0
6000,0.0
6001,1.0
6002,0.0
6003,0.0
6004,1.0
6005,0.0
6006,1.0
6007,0.0
6008,0.0
6009,1.0
6010,1.0
6011,1.0
6012,0.0
6013,0.0
6014,0.0
6015,1.0
6016,0.0
6017,0.0
6018,1.0
6019,1.0
6020,0.0
6021,1.0
6022,1.0
6023,1.0
6024,0.0
6025,1.0
6026,1.0
6027,0.0
6028,1.0
6029,1.0
6030,0.0
6031,0.0
6032,1.0
6033,1.0
6034,1.0
6035,0.0
6036,1.0
6037,1.0
6038,1.0
6039,1.0
6040,1.0
6041,1.0
6042,1.0
6043,0.0
6044,1.0
6045,0.0
6046,0.0
6047,1.0
6048,1.0
6049,1.0
6050,1.0
6051,1.0
6052,1.0
6053,1.0
6054,1.0
6055,0.0
6056,0.0
6057,0.0
6058,0.0
6059,1.0
6060,1.0
6061,1.0
6062,1.0
6063,0.0
6064,1.0
6065,1.0
6066,1.0
6067,0.0
6068,1.0
6069,1.0
6070,0.0
6071,0.0
6072,1.0
6073,0.0
6074,1.0
6075,1.0
6076,0.0
6077,1.0
6078,0.0
6079,1.0
6080,1.0
6081,0.0
6082,0.0
6083,1.0
6084,0.0
6085,0.0
6086,1.0
6087,0.0
6088,0.0
6089,1.0
6090,0.0
6091,0.0
6092,0.0
6093,0.0
6094,0.0
6095,0.0
6096,0.0
6097,1.0
6098,1.0
6099,1.0
6100,1.0
6101,1.0
6102,1.0
6103,0.0
6104,1.0
6105,1.0
6106,1.0
6107,0.0
6108,1.0
6109,1.0
6110,1.0
6111,1.0
6112,0.0
6113,0.0
6114,1.0
6115,0.0
6116,1.0
6117,0.0
6118,0.0
6119,1.0
6120,0.0
6121,0.0
6122,1.0
6123,0.0
6124,0.0
6125,1.0
6126,1.0
6127,1.0
6128,0.0
6129,1.0
6130,0.0
6131,0.0
6132,0.0
6133,1.0
6134,1.0
6135,1.0
6136,1.0
6137,1.0
6138,0.0
6139,1.0
6140,0.0
6141,0.0
6142,0.0
6143,0.0
6144,1.0
6145,0.0
6146,0.0
6147,1.0
6148,1.0
6149,0.0
6150,1.0
6151,0.0
6152,1.0
6153,1.0
6154,1.0
6155,0.0
6156,1.0
6157,0.0
6158,0.0
6159,1.0
6160,1.0
6161,1.0
6162,0.0
6163,0.0
6164,1.0
6165,1.0
6166,0.0
6167,0.0
6168,0.0
6169,1.0
6170,0.0
6171,1.0
6172,0.0
6173,0.0
6174,1.0
6175,1.0
6176,1.0
6177,1.0
6178,0.0
6179,1.0
6180,1.0
6181,1.0
6182,0.0
6183,1.0
6184,1.0
6185,0.0
6186,1.0
6187,1.0
6188,0.0
6189,0.0
6190,1.0
6191,1.0
6192,0.0
6193,0.0
6194,0.0
6195,1.0
6196,0.0
6197,0.0
6198,1.0
6199,0.0
6200,1.0
6201,1.0
6202,1.0
6203,1.0
6204,1.0
6205,0.0
6206,1.0
6207,0.0
6208,1.0
6209,1.0
6210,1.0
6211,1.0
6212,0.0
6213,0.0
6214,0.0
6215,1.0
6216,1.0
6217,1.0
6218,1.0
6219,1.0
6220,0.0
6221,1.0
6222,1.0
6223,1.0
6224,0.0
6225,0.0
6226,0.0
6227,1.0
6228,1.0
6229,1.0
6230,0.0
6231,0.0
6232,1.0
6233,0.0
6234,0.0
6235,0.0
6236,0.0
6237,0.0
6238,0.0
6239,0.0
6240,0.0
6241,1.0
6242,0.0
6243,1.0
6244,1.0
6245,1.0
6246,0.0
6247,1.0
6248,0.0
6249,0.0
6250,0.0
6251,0.0
6252,1.0
6253,1.0
6254,0.0
6255,0.0
6256,0.0
6257,1.0
6258,1.0
6259,1.0
6260,0.0
6261,1.0
6262,1.0
6263,1.0
6264,1.0
6265,0.0
6266,1.0
6267,1.0
6268,1.0
6269,0.0
6270,0.0
6271,0.0
6272,0.0
6273,1.0
6274,1.0
6275,1.0
6276,1.0
6277,0.0
6278,1.0
6279,0.0
6280,0.0
6281,1.0
6282,1.0
6283,1.0
6284,0.0
6285,1.0
6286,1.0
6287,0.0
6288,1.0
6289,1.0
6290,1.0
6291,1.0
6292,0.0
6293,0.0
6294,0.0
6295,0.0
6296,0.0
6297,0.0
6298,1.0
6299,1.0
6300,0.0
6301,1.0
6302,0.0
6303,1.0
6304,1.0
6305,1.0
6306,0.0
6307,0.0
6308,1.0
6309,0.0
6310,1.0
6311,0.0
6312,1.0
6313,0.0
6314,0.0
6315,0.0
6316,0.0
6317,0.0
6318,1.0
6319,1.0
6320,1.0
6321,1.0
6322,1.0
6323,1.0
6324,1.0
6325,1.0
6326,1.0
6327,0.0
6328,1.0
6329,0.0
6330,0.0
6331,0.0
6332,1.0
6333,1.0
6334,1.0
6335,1.0
6336,0.0
6337,1.0
6338,0.0
6339,1.0
6340,1.0
6341,1.0
6342,1.0
6343,1.0
6344,0.0
6345,1.0
6346,0.0
6347,1.0
6348,1.0
6349,1.0
6350,1.0
6351,1.0
6352,1.0
6353,1.0
6354,1.0
6355,0.0
6356,0.0
6357,1.0
6358,1.0
6359,1.0
6360,1.0
6361,1.0
6362,1.0
6363,1.0
6364,0.0
6365,1.0
6366,1.0
6367,1.0
6368,0.0
6369,1.0
6370,1.0
6371,0.0
6372,0.0
6373,1.0
6374,1.0
6375,0.0
6376,1.0
6377,0.0
6378,1.0
6379,0.0
6380,1.0
6381,1.0
6382,1.0
6383,0.0
6384,0.0
6385,1.0
6386,0.0
6387,0.0
6388,1.0
6389,0.0
6390,0.0
6391,1.0
6392,1.0
6393,1.0
6394,1.0
6395,1.0
6396,0.0
6397,1.0
6398,0.0
6399,0.0
6400,1.0
6401,0.0
6402,1.0
6403,1.0
6404,0.0
6405,0.0
6406,0.0
6407,0.0
6408,0.0
6409,1.0
6410,0.0
6411,1.0
6412,1.0
6413,1.0
6414,0.0
6415,0.0
6416,0.0
6417,1.0
6418,0.0
6419,1.0
6420,1.0
6421,1.0
6422,1.0
6423,0.0
6424,0.0
6425,0.0
6426,1.0
6427,1.0
6428,1.0
6429,1.0
6430,1.0
6431,1.0
6432,1.0
6433,1.0
6434,0.0
6435,1.0
6436,1.0
6437,1.0
6438,0.0
6439,1.0
6440,0.0
6441,0.0
6442,1.0
6443,0.0
6444,0.0
6445,1.0
6446,1.0
6447,1.0
6448,1.0
6449,0.0
6450,0.0
6451,1.0
6452,0.0
6453,1.0
6454,1.0
6455,1.0
6456,0.0
6457,1.0
6458,0.0
6459,1.0
6460,1.0
6461,1.0
6462,1.0
6463,1.0
6464,1.0
6465,1.0
6466,1.0
6467,1.0
6468,1.0
6469,0.0
6470,0.0
6471,1.0
6472,0.0
6473,0.0
6474,1.0
6475,1.0
6476,1.0
6477,0.0
6478,1.0
6479,1.0
6480,1.0
6481,0.0
6482,0.0
6483,0.0
6484,1.0
6485,0.0
6486,1.0
6487,1.0
6488,0.0
6489,1.0
6490,1.0
6491,1.0
6492,0.0
6493,0.0
6494,1.0
6495,0.0
6496,0.0
6497,0.0
6498,1.0
6499,0.0
6500,1.0
6501,1.0
6502,1.0
6503,1.0
6504,1.0
6505,1.0
6506,0.0
6507,0.0
6508,0.0
6509,0.0
6510,0.0
6511,1.0
6512,1.0
6513,0.0
6514,1.0
6515,0.0
6516,0.0
6517,1.0
6518,1.0
6519,0.0
6520,1.0
6521,1.0
6522,1.0
6523,1.0
6524,1.0
6525,1.0
6526,0.0
6527,1.0
6528,1.0
6529,0.0
6530,1.0
6531,0.0
6532,1.0
6533,0.0
6534,1.0
6535,1.0
6536,1.0
6537,1.0
6538,0.0
6539,0.0
6540,1.0
6541,1.0
6542,1.0
6543,1.0
6544,1.0
6545,0.0
6546,1.0
6547,1.0
6548,0.0
6549,0.0
6550,1.0
6551,1.0
6552,0.0
6553,1.0
6554,1.0
6555,1.0
6556,1.0
6557,1.0
6558,1.0
6559,0.0
6560,0.0
6561,1.0
6562,0.0
6563,1.0
6564,1.0
6565,0.0
6566,1.0
6567,1.0
6568,1.0
6569,0.0
6570,0.0
6571,0.0
6572,1.0
6573,0.0
6574,1.0
6575,1.0
6576,1.0
6577,1.0
6578,1.0
6579,1.0
6580,1.0
6581,1.0
6582,0.0
6583,0.0
6584,0.0
6585,1.0
6586,1.0
6587,0.0
6588,0.0
6589,0.0
6590,0.0
6591,0.0
6592,0.0
6593,0.0
6594,0.0
6595,0.0
6596,0.0
6597,1.0
6598,0.0
6599,1.0
6600,0.0
6601,1.0
6602,1.0
6603,1.0
6604,0.0
6605,0.0
6606,0.0
6607,0.0
6608,0.0
6609,0.0
6610,0.0
6611,1.0
6612,1.0
6613,0.0
6614,1.0
6615,0.0
6616,0.0
6617,1.0
6618,1.0
6619,1.0
6620,0.0
6621,1.0
6622,1.0
6623,1.0
6624,1.0
6625,1.0
6626,1.0
6627,1.0
6628,0.0
6629,0.0
6630,1.0
6631,0.0
6632,1.0
6633,1.0
6634,0.0
6635,1.0
6636,1.0
6637,0.0
6638,1.0
6639,1.0
6640,0.0
6641,0.0
6642,1.0
6643,1.0
6644,1.0
6645,1.0
6646,1.0
6647,0.0
6648,0.0
6649,0.0
6650,0.0
6651,0.0
6652,0.0
6653,1.0
6654,1.0
6655,1.0
6656,1.0
6657,1.0
6658,1.0
6659,0.0
6660,1.0
6661,1.0
6662,0.0
6663,0.0
6664,1.0
6665,1.0
6666,0.0
6667,0.0
6668,1.0
6669,0.0
6670,0.0
6671,0.0
6672,1.0
6673,0.0
6674,0.0
6675,1.0
6676,0.0
6677,0.0
6678,1.0
6679,0.0
6680,1.0
6681,0.0
6682,1.0
6683,1.0
6684,1.0
6685,1.0
6686,0.0
6687,0.0
6688,0.0
6689,0.0
6690,0.0
6691,1.0
6692,0.0
6693,1.0
6694,1.0
6695,1.0
6696,0.0
6697,1.0
6698,0.0
6699,1.0
6700,1.0
6701,1.0
6702,1.0
6703,0.0
6704,0.0
6705,1.0
6706,0.0
6707,0.0
6708,0.0
6709,1.0
6710,0.0
6711,1.0
6712,1.0
6713,1.0
6714,0.0
6715,0.0
6716,1.0
6717,0.0
6718,0.0
6719,0.0
6720,1.0
6721,1.0
6722,1.0
6723,1.0
6724,0.0
6725,1.0
6726,0.0
6727,1.0
6728,1.0
6729,1.0
6730,1.0
6731,1.0
6732,0.0
6733,0.0
6734,0.0
6735,0.0
6736,0.0
6737,1.0
6738,1.0
6739,0.0
6740,1.0
6741,0.0
6742,1.0
6743,1.0
6744,0.0
6745,1.0
6746,0.0
6747,0.0
6748,1.0
6749,1.0
6750,0.0
6751,1.0
